,Id,User,Tweet,class_label
681,1.02E+18,Consulate General of Russia in Toronto,💬#Zakharova: 🇷🇺#Russia is taking efforts to curb the #COVID19 pandemic and is providing support to the countries in need. We are ready to coordinate the @UN  Secretary-General’s global vaccination initiative aimed at ensuring equal access to vaccines throughout the world https://t.co/w4NfXPp4a0,POSITIVE
682,3654117493,Me In YYJ,And will which type I get impact where I can go and what I can do? #COVID19 #VaccinePassports,NEGATIVE
683,1166634602,sabs,"#canada approves #astrazeneca shots... #vaccinations will be speeded up ..

Isaac Bogoch (@BogochIsaac) Tweeted:
The AstraZeneca #COVID19 vaccine is now approved in Canada.

A big deal.

This will accelerate vaccination timelines.…https://t.co/6YoaIUoWqP https://t.co/NOr3j5S3XS",POSITIVE
684,7.28E+17,Genoveva Uzunova,"Happy to share our @Facultyopinions recommendation with Prof. Eric Hollander, of a new paper by Mutluer et al in @FrontPsychiatry on effect of #COVID19 on #autism.  Behavioral Implications of the Covid-19 Process for... - recommended in @FacultyOpinions https://t.co/vsb7XjZhJD",POSITIVE
685,55015443,"New Brunswick, NJ",Do you work in New Brunswick or operate a business here? Register for free #COVID19 testing that is available to you each Monday in March - https://t.co/4Q3O0J5TMj,NEGATIVE
686,35317714,😷WSB😷,"Keep it Going!!! 

#STONKS #GME #BitcoinCash
#AMC #goodriddance #COVID19 #WSB #HoldTheLine #donotsell #DiamondHands #DeleteFacebook https://t.co/PUZaORAASv",NEGATIVE
687,514236849,MarcStixDawson 🇬🇧 #AVFC 🦁,That's my #pfizer jab done #covid19 #SaveLives https://t.co/GFprS3ecuN,NEGATIVE
688,1413708408,Last Mile Health,"We must invest in frontline health workers. 

In @devex, @PollyDunford urges the Biden administration to provide new, long-term funding to build the global health workforce and emergency funding to address the #COVID19 health and humanitarian crisis. 

https://t.co/YQIz6ZVadk",POSITIVE
689,88792323,BETC Theatre,"Supporting creative workers and the arts administrators who work at nonprofit organizations is supporting Americans who have been hit hard by #COVID19. We're reminding lawmakers of this fact in today's editions of @politico, @rollcall + @thehill. #ArtsAdvocacy https://t.co/J9peW9WxuR",NEGATIVE
690,2546322977,KevinBergerMD,"Optum/United also purchased Health Allies.  
 Co-founders Ms Warren-Tiagi, daughter of Senator Liz Warren)and 
Mr. Slavitt, (former Ingenix CEO, CMS head  and now  senior advisor on #COVID19 task force) 
How much did they make on this deal? 
 https://t.co/4yZisYc1aj @jacobinmag",NEGATIVE
691,1075326978,Catherine Hughes,"Warming effect of #atmosphericriver—long streams in atmosphere that carry moisture from #tropics toward north &amp; south poles carry more water vapor than world’s largest rivers—caused massive hole #Polynyas to form in #Antarctica #seaice. #climate #COVID19
https://t.co/nlPgvJrgF0",NEGATIVE
692,20122754,Sally Mask-Wearing James,"Delightful #german words added this pandemic year. My fave is ""impfneid"" for envy of those vaccinated. #COVID19 Thanks @abbyyoungpowell 

https://t.co/DEGs7CzVuW",NEGATIVE
693,175612668,noukapab.com,"🇭🇹#CryptoAgainstCOVID has made its way to Haiti! Our shipment of KN95 masks have arrived.

We heard your call and we're happy to help! Be safe!
🧡#COVID19 #Coronavirus #Blockchain #Charity #Tech https://t.co/zuQteUTDJM",NEGATIVE
694,8.80E+17,PublicHealthMaps,Dr. Adam MacNeil of @CDCgov at FDA VRBPAC Mtg on emergency use auth of Janssen #COVID19 #vaccine: approximately 1/4 of the US population has been infected w/ #SARSCoV2 infection through Dec 2020. “We are still far from herd immunity.” https://t.co/TtYUo2bzft,POSITIVE
695,1.36E+18,Omar Kendrick,"China is exporting #COVID19 #vaccines to 27 countries and providing vaccine aid to 53 countries in need. In February, China vowed to contribute 10 million doses of COVID-19 vaccines under the COVID-19 Vaccine Global Access (COVAX) Facility, according to Foreign Ministry. https://t.co/Q5ERQfsNUN",POSITIVE
696,346406417,tv9gujarati,"Top 9 #CoronaVirusUpdates Of The Day

#TV9News #COVID19 https://t.co/Z4ny4sUWk2",POSITIVE
697,443151317,Airlift PROductions ~ #NOLA's VO Recording Studio,"And so it begins. @davidweillmd #records his EXHALE #AudioBook with me starting tomorrow. Ironic, during the time of #COVID19, to talk Lung Transplants, eh? https://t.co/cgeemdNV8b",NEGATIVE
698,218418560,Devaraj Hirehalli Bhyraiah,"#Tumakuru #Shettyhalli Anjaneya 'Rathotsava' this time will resume. Saturday at 12.30 p. m. 
Last time it was stalled due to #COVID19 
@AshwiniMS_TNIE 
@XpressBengaluru 
@TumakuruRailway 
@chetanabelagere 
@SPTumkur 

@ramupatil_TNIE 
@mla_sudhakar 
@TheAchillesHeel https://t.co/JuElePTHGs",NEGATIVE
699,426854296,West End Residences,Every Fri for #BlackHistoryMonth we’ve highlighted someone on our social. This week: #SandraLindsay. She volunteered &amp; on 12/14 became 1st US person to get the #COVID19 vaccine outside of trials. She is dir. of critical care nursing at LI Jewish Medical Center in #Queens. (1/2) https://t.co/1ZrDUGdBca,NEGATIVE
700,3308781515,Maegan Laporte politically independent,"'NOT IN THIS TOGETHER ANYMORE': Small biz frustration boils over in T.O. https://t.co/PNSfnTFgc3 Via @JaneCStevenson
#COVID19 #ontpoli https://t.co/O7k1Skef4Z",NEGATIVE
701,1099347847,Assemblymember Patricia Fahy,Thank you @johnmcdonald108 and @PatriciaFahy109 for hearing our story. #LAD21 #COVID19 #pandemiclibrarianship https://t.co/UJlTPsZvzk,NEGATIVE
702,149522272,Dr Nisreen Alwan 🌻,"📢Join us 12:00-13:00 CET on Tuesday, 2 March for our next #COVID19 Webinar: ""Preparing for Long COVID: COVID-19 and health systems strengthening"" with register here: https://t.co/Y61pDf1q1g
Download our Policy Brief on #LongCovid here: https://t.co/EHjzvNIwiI @Dr2NisreenAlwan https://t.co/883wRmpFyY",NEGATIVE
703,1.06E+18,𝗠𝗡 𝗨𝗻𝗶𝘁𝗲𝗱 𝗔𝗴𝗮𝗶𝗻𝘀𝘁 𝗙𝗮𝘀𝗰𝗶𝘀𝗺🏴,"On the latest edition of #InContempt, we look at how prisoners across the US are fighting back as #COVID19 continues to spread across various facilities. https://t.co/A3rMFUt2G6",POSITIVE
704,9.52E+17,#BottomFishing 🎣,"$THRM | $THRBF | @bright_therma | https://t.co/LAJrYXujYw 

News release highlights highlighted.

https://t.co/hjRRarDRfV

#BottomFishing 🎣 #CovidTesting #CovidTest #COVID19",NEGATIVE
705,7.51E+17,Javier Rivera-Diaz,"#COVID19 isn’t just a health issue, it’s an economic issue too. Thank you @JanetYellen for showing support for an economic lifeline to help vulnerable countries financially recover from the pandemic. Today's #G20 meeting just got a lot more interesting👀 @ONECampaign",POSITIVE
706,280012239,|ѕнäввѕ|,"Want to quell Ontario's #COVID19 epidemic faster?

Target vaccination based on Age and Postal Code.* 

It may be an unpopular opinion to some, but this approach is data-driven &amp; equitable, with positive effects for the ENTIRE province.

(*and of course other priority groups too) https://t.co/BRH69fuCpD",POSITIVE
707,302039567,Joint SDG Fund,"Now more than ever we need a coordinated &amp; integrated response &amp; remain firm in our commitments to a green recovery from #COVID19, and to enable inclusive growth.

- @SpainUN on @JointSDGFund empowerment of @UN teams and Resident Coordinators on the ground in countries https://t.co/zEzh665PQz",NEGATIVE
708,149134805,Financial Health Network,Stimulus payments are essential to helping those most impacted by #covid19. @aimeepicchi for @cbsmoneywatch breaks down what we know about the third round of stimulus utilizing research from the #FinHealthPulse. https://t.co/SfmPGAyUR2,NEGATIVE
709,1697063857,Sriram RJ,"Btw, do watch the interview to get some insights on how the Indian Govt. is trying hard to make the vaccines reach to the remotest part of such a big country.. #COVID19 #vaccination #AyushmanBharat",POSITIVE
710,309325345,Liviu Vedrasco,Want to know what the difference between #covid19 Variant of interest and Variant of concern? https://t.co/GDqgqkwNwp,NEGATIVE
711,43855487,Business Standard,"The GDP forecasts do indicate that we are on the right path and in the absence of any serious localized lockdowns can be expected to accelerate with time 

Madan Sabnavis writes

#GDP #Economicrecovery #lockdown #COVID19 
https://t.co/tZcizmApY3",NEGATIVE
712,2731336252,🐕🌊🇺🇸 Stevie 🇺🇸🌊✊🏼,"Yes, remember the 500,000 plus people who have lost their life to #COVID19. It didn’t have to happen this way!!! https://t.co/AQhFFiwzZF",POSITIVE
713,1.23E+18,Mariusz,Creating the foundation today to address challenges of tomorrow: we’re evaluating a 3rd dose of our #COVID19 vaccine against current &amp; new variants. We’re also discussing regulatory pathways similar to that of the flu vaccine to adapt vaccines if needed. https://t.co/13moUoWmvO,POSITIVE
714,503624995,Mary Chesney,Can't be said enough. The best vaccine is the FIRST vaccine offered. Take it. It will save your life. #COVID19 #COVIDVaccination https://t.co/BAyJjYzsvx,NEGATIVE
715,9.22E+17,Gustavo Bueno Bellini,"The @CDCgov &amp; @US_FDA refuse to issue adequate guidance on vitamin D while much of the public awaits a vaccine. 

My resolution recognizes the benefits of vitamin D in supporting a healthy immune system and possibly reducing the severity of #COVID19. https://t.co/psXR4qk95v",NEGATIVE
716,1.06E+18,Kiara Sofia Vega Bellido (PR-made she/her),Get free #COVID19 tests at any of our testing sites located throughout #HarrisCounty. Now with a faster turnaround for test results. Register here for a location closest to you: https://t.co/d1jUgLJJYl or call 832 927 7575. https://t.co/Mv0G48ueK4,NEGATIVE
717,22518134,beena sarwar,"I just superimposed Italy's #COVID19 case data onto ours here in the US. Take a look at this closely. We are following the EXACT SAME trajectory as Italy, just 10 days behind. 1/3 https://t.co/2wPl5uHiew",NEGATIVE
718,63527273,Justin Smyth,Spread the European citizens' initiative @Right2Cure and help us collect 1 million signatures. #Covid19 #Right2Cure #NoProfitOnPandemic #PeoplesVaccine https://t.co/LQ41qjTAm1,POSITIVE
719,48743153,Ciaran Duffy,"The notion of people flying half way around the world, just to sit in an office to have the chats with someone, is now a faintly ridiculous and quaint idea post #Covid19
Will this pandemic put an end to unnecessary business travel, favoured muchly by men, it must be said...",NEGATIVE
720,214213512,Aritha van Herk,Calgary Mayor Nenshi says Alberta's new 'caretaker budget' fails to seize opportunity | CBC News https://t.co/JxYWWGmMZ5 @CBCHomestretch @nenshi @jkenney #ableg #abpoli #cdnpoli #COVID19,NEGATIVE
721,9.91E+17,ASIA TODAY,"A mass #Covid19 vaccination campaign is underway in #HongKong, free of charge for residents, with the government saying appointments for #China's #Sinovac vaccine booked two weeks out in the city. https://t.co/x1JLeU06MI",POSITIVE
722,67940616,TedInJest,"It has been 392 days since I contracted #COVID19 and the way my heart feels ever since, I feel like there's a &lt;0.5% chance that I will live to be 96 like my grandfather and a &lt;0.1% chance that I'll live to 98.5 like my aunt. https://t.co/Nd0z3mwRIQ",NEGATIVE
723,87214788,Concord Chamber,"While getting #COVID19 may offer some natural protection, the risk of severe illness and death from COVID-19 far outweighs any benefits of natural immunity. Getting a #COVID19 vaccine will help protect you without having to be sick. #MaskUpNH #SleeveUpNH https://t.co/PR1mhzjufB",POSITIVE
724,967495536,Paul Trevatt💙,ICN CEO @HowardCatton speaking on Deutsche Welle TV says all #HealthcareWorkers must be vaccinated to protect our healthcare systems #COVID19 ahead of non-vulnerable people https://t.co/ZegMcGJiz2,NEGATIVE
725,8.80E+17,PublicHealthMaps,Regulatory flexibilities emerging in response to #COVID19 are offering opportunities for #LTSS providers to adopt new ways of delivering care to older adults and people with #complexneeds. https://t.co/MJYqXC80GP @TheSCANFndtn,NEGATIVE
726,16211511,DanielKitts,"Our @TheAgenda interview with Dr. Theresa Tam (@CPHO_Canada) on what she feels #Canada still must do to beat back #COVID19- amidst new variants, lagging vaccinations, and a public potentially becoming numb to public health warnings. https://t.co/vui0ByTp6N",POSITIVE
727,2356468285,Wayne 🇨🇦🇬🇾🇻🇨,"@jeffmacarthur You get a #vaccine approval and you get a vaccine approval and you get a vaccine approval......... but 🖕🏼you get vaccine #shot. 

#COVID19 plan 🤷🏽‍♂️ https://t.co/H7icnsbmpW",NEGATIVE
728,66751521,Shine,Delighted that our frontline workers are beginning to receive their #COVID19 vaccine to enable them to continue to support people with mental health difficulties in the community 👏 https://t.co/6NlphcCJRQ,POSITIVE
729,3101361303,#HelloMyNameIsRexie 💙,"When we think about the ""rest"" we need at this stage of the #Covid19 response, it's helpful to think about multiple types of rest, not just sleep and time off work. Thank you for the framework @sylviaduckworth and @xonecole https://t.co/DGR1sdwnl7",NEGATIVE
730,985067910,Julie E. Washington,"All day @HelenBranswell &amp; @matthewherper are live blogging #VRBPAC, the FDA advisory panel’s meeting on whether J&amp;J’s #COVID19 vaccine should get an emergency use authorization
https://t.co/w7EUCazDof via @statnews",NEGATIVE
731,20974444,Roy M.,Adult Premium Face Mask - #Bandana Pattern https://t.co/6hIXkC2FIY #facemasksforsale #facemasks #facemask #COVID19 via @zazzle,NEGATIVE
732,142318717,Rick,"The number of people confirmed with the South African variant is said to be in single figures.

@anahitahpour 

#nubnews #nubit #news #ealing #southafricanvariant #COVID19 #coronavirus 

https://t.co/7IF75GOwsu",NEGATIVE
733,206790593,gloria compton,"The latest #COVID19 case information for #Indiana is available on our website.

Here are the updated numbers:
🔹 Total positive cases: 657,037
🔹 Total deaths: 12,025
🔹 Tests administered: 7,815,751
🔹 Total individuals vaccinated: 905,236

Learn more ➡️ https://t.co/Y5bCbqTmcA https://t.co/HGZrmeCFNK",POSITIVE
734,337814730,Mike Castaldo,Millions of Americans unable to get 2nd COVID-19 vaccine shot - CBS News #covid19 #covid19awarness #covid19vaccine  https://t.co/TAdnHIAlDx,POSITIVE
735,1.25E+18,N The Name Of Art,Condoms all year y'all! Gotta remind myself. Just period. It's not worth it fucking these hoes raw. We've got to do better... I can understand a relationship/situationship. But #bodycounts are just at an all-time high. Due to #covid19? #quarantine y'all so nasty.,NEGATIVE
736,1.23E+18,🍓,"I spoke with @NIHDirector Francis Collins today. He told me: 1 dose of vaccine may be enough for those who've recovered from #Covid19. “Basically it's a booster for them...they already have some antibodies that may be sufficient."" He added that #NIH is collecting data on this now",NEGATIVE
737,3003139846,Compassionate Cymru,"#GettingThroughTogether

Do you work in #Care ? Have you experienced grief or loss at work during #Covid19 ? Join our peer support network for a safe space to talk 🧡

More here https://t.co/10H49U6I2f

@HOTVFundraising @AgeCymru @suzysopenheart @careforumwales @rhea_stevens",NEGATIVE
738,294718997,Clare Kelly #andacyclist,"By not having any coherent strategy the government has given us all of the pain without the gain. With a well-articulated strategy we can work together towards a goal, &amp; avoid repeating mistakes of 2020

#WeCanBeZero #ZeroCOVID #COVID19Ireland #COVID19

https://t.co/bY7p2PvJIY https://t.co/VTElCl35w2",POSITIVE
739,3980034233,Sarah,"There's a fire drill at my kids' school for the hybrid kids. Unfortunately, no one told the remote kids what to do and the conversation that is happening is hilarious. #COVID19 #RemoteSchool",NEGATIVE
740,600221740,Bobby Duffy,"Look out for this major new piece of research on Monday, which @britishfuture coordinated for @togethercoalit. #TalkTogether is the biggest-ever UK survey of what unites and divides our society – and what could bring us together after #COVID19 https://t.co/w6uBiP23dX",NEGATIVE
741,1.33E+18,Julie Anna Sparks,House to vote on #coronavirus bill; arbiter says wage hike a no-go. #covid19 https://t.co/37A52Oq8qY,NEGATIVE
742,1148408072,mary💙🌊🌊,Single Pfizer jab can reduce asymptomatic #Covid19 infections by 75% https://t.co/6ayNA7nZbz,POSITIVE
743,226190161,Harvard CFAR,"TONIGHT (2/26) at 7PM EST, the COVID-PN is hosting a virtual panel w/ #CFARAdelante Awardee, Julie Levison (@HarvardCFAR) &amp; Omar Martinez (@latinoactivist). Join them via Facebook LIVE to learn about the #COVID19 vaccine in #Latinx communities: https://t.co/K7zuV13RMe https://t.co/c4NbzWFjsY",NEGATIVE
744,3186066788,𝔐𝔲𝔩𝔲𝔫𝔡 𝔦𝔫𝔣𝔬,"#Mumbai
Wardwise
0.47
To
0.17 %
#Coronavirus
#Covid19
#CoronaVaccine
#CoronaVirusUpdates
@mulund_info
@vinivdvc
@Against_Pseudos
@DeshmukhPraneel
@vaishnavi_1001
@AskDrShashank
@DrHarish139
@ctcimpexindid
#breakingnews
@AshwiniBhide
@MumbadeviPraja
@WorliResidents https://t.co/2Xel5nPNEd",NEGATIVE
745,346969957,Radyo Natin FM,"Singapore's 13 new imported #COVID19 cases arrived from India, Indonesia, Malaysia, Myanmar, the Philippines and the UK https://t.co/iFK4pg4Nrq https://t.co/JG3W84G1Aa",POSITIVE
746,363897492,Allison Ross,"Hello-@GovJanetMills, @MaineDHHS Comm. Lambrew and I will hold a briefing today at 1PM to announce updates to the #COVID19 #vaccine strategy in #Maine.",NEGATIVE
747,2178302120,Systech - Only One,"In Korea, the Ministry of Food and Drug Safety said Tuesday that it has uncovered 757 websites advertising illegal #drug sales by taking advantage of the public's high interest in the treatment and prevention of #Covid19.  https://t.co/LkQKv4rUgX",NEGATIVE
748,1.34E+18,Observer2021,"US #StockMarket in crash mode tracking overnight #Nikkei plunge  of 4% as collapsing US dollar, soaring #bitcoin        , #BidenRemorse , #COVID19 new mutant #B1526 that can evade #vaccine , #Brexit ,  global recession weigh",NEGATIVE
749,2262752385,Debbieann,"The map for today's number of #COVID19 cases in specific areas of Wales is now online! 🏴󠁧󠁢󠁷󠁬󠁳󠁿🦠🗺️

https://t.co/tvG7Ntq7ZE

Some stats from the data today:

Bargoed, Caerphilly reports 6 cases - up by 6 ⬆️

Pontprennau, Cardiff reports 0 cases - down by 7 ⬇️ https://t.co/U2WztMIu6Q https://t.co/cu123XbTtT",POSITIVE
750,194649038,Hartwig Schafer,"Join me and @adarpoonawalla, @doctorsoumya,  Santiago Cornejo, Lalith Weeratunga, Vinod Paul, and Hans Timmer to learn how #SouthAsia can ensure fast and equitable access to vaccines against #COVID19. LIVE on March 4 | 7:30 – 9:00 AM EST: https://t.co/0KLGHE30KK https://t.co/AnpC20CNaA",NEGATIVE
751,155556104,Helen Russell,"#Asthmatics shouldn’t have been removed from group 6 &amp; should still be a priority. Having a breathing issue isn’t a joke! It needs to be taken seriously. Please #reweet this petition. 
#AsthmaticsAtRisk #Asthma #COVIDVaccine #COVID19 #COVID19vaccines 

 https://t.co/v5RTMJ68RK",NEGATIVE
752,40383926,Melinda Pizziol,"So the reason why @celliottability doesn’t post data on #COVID19 deaths is because the provincial government doesn’t consider it “relevant”. Thanks for clarifying @traviskann, you may want to tell that to the families of 6893 dead Ontarians. https://t.co/6H1k2WmZKg",POSITIVE
753,17148174,dy brown,My parents are getting their second #COVID19 shot today. I'm thankful.,NEGATIVE
754,2172418099,Jo James,"🙀ONE WEEK TO GO UNTIL #SOTSEF🙀

Head over to https://t.co/68ojt1enWj to explore the FREE #live #events we have waiting for you and watch this space for more in the next few days👀

#biodiversity #Science #Engineering #EngineersWeek #ClimateCrisis #COVID19 #chemistry #healthcare https://t.co/Q7nAEEjATF",NEGATIVE
755,8.24E+17,AltFDA,WATCH LIVE: The Vaccines and Related Biological Products Advisory Committee meeting on the EUA request for a #COVID19 vaccine from Janssen Biotech Inc. has started. https://t.co/gXOe3LhH2D,POSITIVE
756,3532382715,UK Public Health Network,"ICYMI: the Joint Committee on Vaccination and Immunisation (JCVI) has announced that Phase 2 of the #COVID19 #vaccine programme will be based on age and start with those aged 40-49. 
 
Find out more: https://t.co/iroSu7j7Td https://t.co/fhGcxqhsRx",POSITIVE
757,16351521,NOW Magazine,#COVID19 update: Health Canada approves AstraZeneca and Covishield vaccines: https://t.co/e3fJ8IV3Pp,POSITIVE
758,1.31E+18,BoomerMama,@samjmintz My neighbors never wear them. Nextdoor neighbor's husband &amp; daughter both had #COVID19 yet refuse to wear masks at the shared mailboxes or outside at all. We wear them everytime we leave the house.,POSITIVE
759,1.24E+18,Wimpson69,"As a clinician, I've spent most the past year wondering why some people are asymptomatic with #COVID19, while others of the same age and risk factor profile die.

Here, we used genetics and proteomics to try to find out why...1/n

@NatureMedicine 

https://t.co/7edDLanB9t",POSITIVE
760,16272844,Greg Johansen 🏳️‍🌈🎾🇨🇦(🏠346),"🌍💉 Together, we can eradicate #COVID19! #Ghana has received the first shipment of vaccines from the #COVAX mechanism, which is partly funded by our government to help the poorest countries fight the virus. https://t.co/PBGOoMEB1S",POSITIVE
761,511977831,Eric Lamy,This unanimous vote establishes a federally funded #broadband discount program to help households afford internet service during the #COVID19 pandemic. The FCC intends to open the program to eligible households within 60 days. Details here: https://t.co/rUZVVVZtOi #FCCGov,NEGATIVE
762,31493863,🐾⚾️͏k͏o͏r͏b͏e͏l͏r͏e͏n͏o͏k͏i͏a⚾️🐾,@willsommer How many #CPAC attendees cut the line and received the #Vaccine? #COVID19🦠 #COVIDisAirborne,NEGATIVE
763,7.14E+17,Rohit,"India continues to deliver on its promise to help the world fight #COVID19 through supply of Made in India vaccines.

Please watch a short video on #VaccineMaitri with our friends and partners https://t.co/f4ZhOYQPYx",NEGATIVE
764,8.44E+17,Mara Jade 🇺🇸,"The #COVID19 relief bill is expected to pass in the House along party lines, which is out of step with what the people want.

The majority of Americans support the bill.

https://t.co/aY2inSNA1V",NEGATIVE
765,2296564464,Xolisa Phillip,"@Maersk navigated the rough supply chain shocks delivered by #Covid19 to post a profit of $2.9bn for 2020 and generated almost $40bn in revenue, but experienced volume contractions in #Africa. Report by @PhillipXolisa.

https://t.co/XMUFuFtF7P",NEGATIVE
766,273266803,Sally Thorne,"I've never worked in an ICU, so in awe of these brilliant nurses working in difficult conditions. Powerful @nytvideo ""Death, Through a Nurse's Eyes"" inside a #COVID19 ICU ward #NurseTwitter https://t.co/gbxrBpKsC3 @UBCNursing @canadanurses @nnp_bc @AStocktonFilms @King__Lucy",NEGATIVE
767,14078725,LaurenceReisman,"Two of the three physicians I chatted with conduct clinic trials. They've got some interesting insights on #COVID19 #Covid_19, how #COVID19vaccines will help. One tells me what the game changer will be. @TCPalm @ccmartinhealth @WFHCFL 
https://t.co/Dp8kEZmx8i",NEGATIVE
768,1.29E+18,cbrisebois,"Dr. Williams told the LTC commission “we have the facilities, but not the staff” to explain why #COVID19 residents were not cohorted.

So why didn't they hire staff? Was it not worth it to save lives?",NEGATIVE
769,463886498,"Susan DAlessandro, LCSW, MPA, MSW","Carranza says he’s lost 11 people close to him to #COVID19. Eleven.

He’s stepping down as NYC schools chancellor to “grieve.” 

It’s a reminder of the pandemic’s toll on families, and the need to take care of survivors and ourselves. https://t.co/7ffu1BIjQk",NEGATIVE
770,9.06E+17,Eweola Paul Ayomide,"If everyone wore a disposable mask every day for a year, we’d have 3 trillion masks to dispose of
#Tiredearth #Maskuary #COVID19 #coronavirus #breakfreefromplastic https://t.co/DoHgX62rWo",NEGATIVE
771,2296564464,Xolisa Phillip,"#SouthAfrica's Biovac Institute offers the continent's best hope of producing #COVID19 vaccines, but funding and other problems stand in the way, says its CEO Morena Makhoana. Report by @PhillipXolisa.

https://t.co/73hyENcYbT",NEGATIVE
772,48821708,Dr. Beth S. Linas(she/her),"2 reports in @Lancet today looking at humoral and T-cell responses post 1 dose of Pfizer mRNA vaccine in individuals who have previously recovered from #COVID19.
They mounted very strong T-cell and Ab responses after a single dose of vaccination. 
https://t.co/omWKzaZtD4",POSITIVE
773,319023631,Lady Karen💙💙💙,Disappointing to not see school staff and other key workers included in the #COVID19 vaccine priority list. https://t.co/5wXxqIz40z,NEGATIVE
774,52009223,Pilar del Castillo,"🏥 Hospitals in 🇸🇮 just received disinfection #robots donated by the #EU 🇪🇺 

More 🤖 are on the way to 🇪🇸 🇪🇪 🇱🇹 🇮🇪 🇳🇱 🇱🇺 🇧🇪 🇩🇪 🇭🇷 🇩🇰 🇬🇷 to help reduce the risk of staff being exposed to #Covid19

Read the news ➡️ https://t.co/NBaot0VRNa https://t.co/FN2jYTfHMr",NEGATIVE
775,114873334,Scholars Portal,"NEW COVID RESEARCH AVAILABLE 2021-02-25
Read newly added articles related to COVID-19 on Scholars Portal Journals : https://t.co/YiulAOtsWK
Read all COVID-19 articles on Scholars Portal Journals: https://t.co/V8ZxlOeBWG
 #COVID19 #SARSCoV2",NEGATIVE
776,9.06E+17,Eweola Paul Ayomide,"Our #oceans will be flooded with an estimated 1.56 billion face masks in 2020 
masks will take as long as 450 years to break down, slowly turning into  micro plastics while negatively impacting marine wildlife and ecosystems.
#Maskuary #Tiredearth #COVID19 #vaccine https://t.co/pPIkdPqx0a",POSITIVE
777,1263890515,suzanne forsström,"#JustPublished
Updated 🚦 maps are online!

These maps aim to support the @EUCouncil recommendation on a coordinated approach to the restriction of #FreeMovement during #COVID19 pandemic.

4th colour added on request by the EU Council.
Find more here: https://t.co/CcBVx6B0o5 https://t.co/gu0BtI1lix",NEGATIVE
778,1377289975,مريم,"💉 INFO ALERT: Vaccinations against #COVID19 as of 02/25/2021:
🇲🇦 3,204,105 doses in #Morocco ✅⬆️
🇲🇫 3,668,354 doses (19/02) in #France ✅↔️
🇪🇸 3,436,158 doses in #Spain ✅⬆️
Sources: (Ministries of Health)",POSITIVE
779,1.30E+18,Cindi Swearingen,"Vancouver Island, Nanaimo: 3 new #covid19 #bced exposures, 3rd for Dover Bay Sec, 1st for McGirr Elem &amp; 1st for Uplands Park Elem, SD68 #bcpoli #covid19bc #RedFlagCovidBC https://t.co/HBjfCUj4Ph",NEGATIVE
780,2296564464,Xolisa Phillip,"#COVID19: ""We are estimating anywhere between $201m-$336m to come with a facility that would be fully fledged and which would have the required large capacity: over 1bn doses,” says Morena Makhoana of #SouthAfrica's Biovac. Report by @PhillipXolisa.

https://t.co/73hyENcYbT",NEGATIVE
781,214063337,PHE London region,Focusing on improving #MentalHealth &amp; wellbeing needs to be centre stage to our recovery efforts following the #COVID19 pandemic. Join thousands of professionals who are using our @PHE_uk @HEE_TEL brief e-learning resource to find out more today👉https://t.co/3CTmpJVtE8 https://t.co/dDxoutlRd0,NEGATIVE
782,9.95E+17,E.A.D,"@pi_news  
It’s tragic to see one of the most “ foot on your neck “ utility companies in USA get rid of payment arrangements during a financial crisis due to #COVID19 and are telling people they have 10 days to pay or off it goes . @richmondpower 
Worst mayor ever @mayordavesnow",NEGATIVE
783,1.05E+18,Jaakko,"📅 We will soon mark 1 year since #COVID19 was declared a pandemic.

The Portuguese EU Presidency 🇵🇹🇪🇺 @2021PortugalEU has an historic opportunity to support initiatives such as the #TRIPSWaiver to deliver accessible &amp; affordable medical tools.

https://t.co/NWSTC4LdBF https://t.co/vBLLZafbkE",NEGATIVE
784,1.21E+18,Sam Grundman,"🤦🏼‍♀️
We need to end the myth that viruses and germs care what the outside temperature is

Colds and flus spread in winter because people spend more time inside around other people…

The cold does *not* manifest miraculously from cold weather

#COVID19 #Science https://t.co/eKb3ezCHbH",NEGATIVE
785,7.07E+17,African Council of Religious Leaders,"Good news from Accra: Ghana is the first country to receive 600,000 doses of #covid19 vaccine through #COVAX. Germany recently increased its contribution to COVAX by 1,5 billion euro and is one of the biggest contributors to the platform. https://t.co/fMZNVuhNQ4",POSITIVE
786,1.01E+18,GM Healthcare Academy,Great to see many @AIMpharmacies members participating in our zoom meeting to discuss #covid19 #vaccination service via #pharmacy sites &amp;hear directly from those who are currently delivering the service. To obtain the zoom recording &amp; support document plz contact admin@aimp.co.uk,NEGATIVE
787,1.25E+18,The project guy,"“As UNICEF celebrates 75 years of reimagining the future for every child, let’s gather behind children &amp; young people with a new spirit of urgency.”

@UnicefChief in an open letter on how we can reimagine a better post-#Covid19 world #ForEveryChild. v/@unicef https://t.co/yX573MJ0j3",NEGATIVE
788,9.69E+17,CourtWatchMA,DOC will do anything to keep our community members incarcerated. We say no more. #mapoli must to act now to demand @MACorrections immediately release women from SMCC rather than transfer them to county jails with recent #COVID19 outbreaks. Free the mothers and aunties! #FreeSMCC,NEGATIVE
789,19731326,WNYT NewsChannel 13,"WATCH: @MCCoyCountyExec holds a news briefing in #Albany, talking about #COVID19 and other issues https://t.co/b0dpGs3eI0",NEGATIVE
